File Name,Relative Path,Fish Computer Path,Species,Single Fish,Comments,Segmentable,box annotated,mask annotated,train/val/test,Mask Annotator Name,Fish Computer Folder,Date Data Added,Keypoint annotated,Keypoint Annotator Name,Box Annotator Name,Duplicate,CVAT Task ID,Multifish Order
/Credit/2024/08192024-08232024/24 08 19 14 39/63.mp4,,/data/remora/Credit/2024/08192024-08232024/24  08  19  14  39/63.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08192024-08232024__24  08  19  14  39__63,2025-06-18,,,,,,
/Credit/2024/08192024-08232024/24 08 19 14 39/7.mp4,,/data/remora/Credit/2024/08192024-08232024/24  08  19  14  39/7.mp4,Chinook,1,super turbid,0,,,,,Credit__2024__08192024-08232024__24  08  19  14  39__7,2025-06-18,,,,,,
/Credit/2024/08192024-08232024/24 08 19 14 39/8.mp4,,/data/remora/Credit/2024/08192024-08232024/24  08  19  14  39/8.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08192024-08232024__24  08  19  14  39__8,2025-06-18,,,,,,
/Credit/2024/08192024-08232024/24 08 19 14 39/9.mp4,,/data/remora/Credit/2024/08192024-08232024/24  08  19  14  39/9.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08192024-08232024__24  08  19  14  39__9,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/10.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/10.mp4,Chinook,1,mask is not great,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__10,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/100.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/100.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__100,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/101.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/101.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__101,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/102.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/102.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__102,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/103.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/103.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__103,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/106.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/106.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__106,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/107.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/107.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__107,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/108.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/108.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__108,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/109.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/109.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__109,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/111.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/111.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__111,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/112.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/112.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__112,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/113.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/113.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__113,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/114.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/114.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__114,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/117.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/117.mp4,Chinook,1,"lamprey, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__117,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/118.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/118.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__118,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/12.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/12.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__12,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/120.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/120.mp4,Chinook,1,mask not generating properly,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__120,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/121.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/121.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__121,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/122.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/122.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__122,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/125.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/125.mp4,Chinook,0,"lamprey, mask not generating properly",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__125,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/13.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/13.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__13,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/139.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/139.mp4,Chinook,1,bad video,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__139,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/142.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/142.mp4,Chinook,1,bad video,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__142,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/15.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/15.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__15,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/16.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/16.mp4,Chinook,1,lamprey scar,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__16,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/17.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/17.mp4,Chinook,1,lamprey  ,1,,,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__17,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/19.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/19.mp4,Chinook,1,mask not generating properly,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__19,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/2.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/2.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__2,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/20.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/20.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__20,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/21.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/21.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__21,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/22.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/22.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__22,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/24.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/24.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__24,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/25.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/25.mp4,Chinook,1,"fish has flesh showing, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__25,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/26.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/26.mp4,Chinook,1,"lamprey, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__26,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/3.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/3.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__3,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/31.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/31.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__31,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/32.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/32.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__32,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/33.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/33.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__33,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/34.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/34.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__34,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/35.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/35.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__35,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/37.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/37.mp4,Chinook,1,bad video,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__37,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/38.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/38.mp4,Chinook,1,"lamprey, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__38,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/39.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/39.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__39,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/40.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/40.mp4,Chinook,1,bad video,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__40,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/5.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/5.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__5,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/50.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/50.mp4,Chinook,0,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__50,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/51.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/51.mp4,Chinook,1,poor contrast on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__51,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/52.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/52.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__52,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/53.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/53.mp4,Chinook,1,"lamprey, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__53,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/54.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/54.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__54,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/59.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/59.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__59,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/6.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/6.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__6,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/60.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/60.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__60,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/61.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/61.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__61,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/62.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/62.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__62,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/63.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/63.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__63,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/64.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/64.mp4,Chinook,1,,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__64,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/65.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/65.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__65,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/67.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/67.mp4,Chinook,1,gritty video + switches to IR,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__67,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/68.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/68.mp4,Chinook,1,IR lights,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__68,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/69.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/69.mp4,Chinook,1,IR lights,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__69,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/7.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/7.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__7,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/70.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/70.mp4,Chinook,1,IR lights,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__70,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/71.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/71.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__71,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/72.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/72.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__72,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/74.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/74.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__74,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/75.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/75.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__75,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/8.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/8.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__8,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/83.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/83.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__83,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/84.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/84.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__84,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/85.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/85.mp4,Chinook,1,"something on underbelly, lamprey? poor contrast",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__85,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/86.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/86.mp4,Chinook,1,"turbid, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__86,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/87.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/87.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__87,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/88.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/88.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__88,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/9.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/9.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__9,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/90.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/90.mp4,Chinook,1,bad video,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__90,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/91.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/91.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__91,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/92.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/92.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__92,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/93.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/93.mp4,Chinook,1,lamprey scar,1,,1,,Bushra,Credit__2024__08232024-08262024__24  08  23  11  55__93,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/96.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/96.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__96,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/97.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/97.mp4,Chinook,1,poor contrast  on lower fins,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__97,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/98.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/98.mp4,Chinook,0,"multiple chinook, poor contrast on lower fins",0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__98,2025-06-18,,,,,,
/Credit/2024/08232024-08262024/24 08 23 11 55/99.mp4,,/data/remora/Credit/2024/08232024-08262024/24  08  23  11  55/99.mp4,Chinook,1,turbid,0,,,,,Credit__2024__08232024-08262024__24  08  23  11  55__99,2025-06-18,,,,,,
\Credit\09152023-09182023\23 09 15 10 13\247.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09152023-09182023\23 09 15 10 13\247.mp4,/data/remora/Credit/2023/09152023-09182023/23  09  15  10  13/247.mp4,Coho,1,IR lights,0,,,,,Credit__2023__09152023-09182023__23  09  15  10  13__247,,,,,,,
\Credit\09152023-09182023\23 09 15 10 13\340.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09152023-09182023\23 09 15 10 13\340.mp4,/data/remora/Credit/2023/09152023-09182023/23  09  15  10  13/340.mp4,Coho,1,turbid,0,,,,,Credit__2023__09152023-09182023__23  09  15  10  13__340,,,,,,,
\Credit\09182023-09222023\23 09 18 12 39\340.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09182023-09222023\23 09 18 12 39\340.mp4,/data/remora/Credit/2023/09182023-09222023/23  09  18  12  39/340.mp4,Coho,1,"poor contrast, skip for now",0,,,,,Credit__2023__09182023-09222023__23  09  18  12  39__340,,,,,,,
\Credit\09182023-09222023\23 09 18 12 39\87.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09182023-09222023\23 09 18 12 39\87.mp4,/data/remora/Credit/2023/09182023-09222023/23  09  18  12  39/87.mp4,Coho,1,blurry,0,,,,,Credit__2023__09182023-09222023__23  09  18  12  39__87,,,,,,,
\Credit\09222023-09252023\23 09 22 12 11\358.mp4,C:\Users\YUILLEMI\OneDrive - Government of Ontario\Desktop\Credit\09222023-09252023\23 09 22 12 11\358.mp4,/data/remora/Credit/2023/09222023-09252023/23  09  22  12  11/358.mp4,Coho,1,IR lights,0,,,,,Credit__2023__09222023-09252023__23  09  22  12  11__358,,,,,,,
\Ganaraska\09162024-09232024\24  09  16  16  14\306.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\09162024-09232024\24  09  16  16  14\306.mp4,/data/remora/Ganaraska/Ganaraska 2024/09162024-09232024/24  09  16  16  14/306.mp4,Coho,1,might be too difficult towards the beginning,0,,,,,Ganaraska__Ganaraska 2024__09162024-09232024__24  09  16  16  14__306,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\2221.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\2221.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/2221.mp4,Coho,1,low contrast on lower fins,0,,,,,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__2221,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\2574.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\2574.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/2574.mp4,Coho,1,Turbid,0,,,,,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__2574,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\2640.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\2640.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/2640.mp4,Coho,1,Turbid,0,,,,,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__2640,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\272.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\272.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/272.mp4,Coho,1,start of video will be difficult,0,,,,,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__272,,,,,,,
\Ganaraska\10012024-10072024\24  10  01  11  32\288.mp4,C:\Users\GristeTh\OneDrive - Government of Ontario\Documents\RiverWatcher\Ganaraska\10012024-10072024\24  10  01  11  32\288.mp4,/data/remora/Ganaraska/Ganaraska 2024/10012024-10072024/24  10  01  11  32/288.mp4,Coho,1,start of video will be difficult,0,,,,,Ganaraska__Ganaraska 2024__10012024-10072024__24  10  01  11  32__288,,,,,,,
